Station Name,Sample Code,Collection Date,Analyte,Result,Rpt Limit,Units,Parent Sample
E3S81041559,EL0419B0203,4/17/2019 11:45,Dissolved Ortho-phosphate,0.054,0.05,mg/L as P,0
E3S81041559,EL0419B0203,4/17/2019 11:45,Pheophytin a,2.86,0.5,µg/L,0
E3S81041559,EL0419B0203,4/17/2019 11:45,Total Phosphorus,0.124,0.01,mg/L as P,0
E3S81041559,EL0419B0203,4/17/2019 11:45,Total Kjeldahl Nitrogen,0.5,0.1,mg/L as N,0
E3S81041559,EL0419B0203,4/17/2019 11:45,Field Specific Conductance,715,1,uS/cm@25degC,0
E3S81041558,EL0419B0204,4/17/2019 12:05,Chlorophyll a,2.87,0.5,µg/L,0
E3S81041558,EL0419B0204,4/17/2019 12:05,Dissolved Nitrate + Nitrite,0.17,0.05,mg/L as N,0
E3S81041558,EL0419B0204,4/17/2019 12:05,Dissolved Organic Carbon,3.9,0.5,mg/L as C,0
E3S81041558,EL0419B0204,4/17/2019 12:05,Total Organic Carbon,4,0.5,mg/L as C,0
E3S81041558,EL0419B0204,4/17/2019 12:05,Dissolved Ortho-phosphate,0.057,0.05,mg/L as P,0
E3S81041558,EL0419B0204,4/17/2019 12:05,Pheophytin a,2,0.5,µg/L,0
E3S81041558,EL0419B0204,4/17/2019 12:05,Total Phosphorus,0.1,0.01,mg/L as P,0
E3S81041558,EL0419B0204,4/17/2019 12:05,Total Kjeldahl Nitrogen,0.5,0.1,mg/L as N,0
E3S81041558,EL0419B0204,4/17/2019 12:05,Field Specific Conductance,718,1,uS/cm@25degC,0
