LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Magnesium,7439-95-4,2.5,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Nitrate + Nitrite,NO3+NO2,0.085,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Organic Carbon,7440-44-0,1.5,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Organic Carbon,7440-44-0,1.5,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Total Organic Carbon,7440-44-0,1.5,0.5,mg/L as C,Std Method 5310C (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Total Organic Carbon,7440-44-0,1.5,0.5,mg/L as C,Std Method 5310C (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,pH,0,7.6,0.1,pH Units,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Pheophytin a,0,0.56,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Total Phosphorus,7723-14-0,<0.01,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Potassium,7440-09-7,0.67,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Silica (SiO2),14808-60-7,10.6,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Sodium,7440-23-5,2.54,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Total Dissolved Solids,0,46,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Total Suspended Solids,0,<2.5,2.5,mg/L,Std Method 2540 D [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Volatile Suspended Solids,0,<2.5,2.5,mg/L,Std Method 2540 E [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Sulfate,14808-79-8,2.79,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Dissolved Sulfate,14808-79-8,2.77,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Total Kjeldahl Nitrogen,TKN,<0.1,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Field Chlorophyll Volume,0, 500,,mL,Chlorophyll Volume Filtered [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Field Specific Conductance,0, 69.9,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Field Dissolved Oxygen,0, 11.43,,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Field pH,0, 7.53,,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Field Water Temperature,0, 10.9,,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
American River at Water Treatment Plant,AMERICAN,A0714010,C0324B0143,03/05/2024 11:45,Field Turbidity,0, 2.3,,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Total Alkalinity,471-34-1,55.8,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Aluminum,7429-90-5,34.6,10,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Antimony,7440-36-0,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Arsenic,7440-38-2,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Barium,7440-39-3,22.1,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Beryllium,7440-41-7,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Cadmium,7440-43-9,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Calcium,7440-70-2,11.2,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Chloride,16887-00-6,3.49,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Chlorophyll a,479-61-8,2.82,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Chromium,7440-47-3,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Cobalt,7440-48-4,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Specific Conductance,0,133,5,µmhos/cm@25°C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Copper,7440-50-8,1.4,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Hardness,0,51,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Iron,7439-89-6,52.9,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Lead,7439-92-1,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Lithium,7439-93-2,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Magnesium,7439-95-4,5.51,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Manganese,7439-96-5,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Molybdenum,7439-98-7,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Nickel,7440-02-0,1.02,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Nitrate + Nitrite,NO3+NO2,0.201,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Organic Carbon,7440-44-0,2.9,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Total Organic Carbon,7440-44-0,1.9,0.5,mg/L as C,Std Method 5310C (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Pheophytin a,0,0.93,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Total Phosphorus,7723-14-0,0.073,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Potassium,7440-09-7,1.08,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Selenium,7782-49-2,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Silica (SiO2),14808-60-7,16.8,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Silver,7440-22-4,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Sodium,7440-23-5,6.14,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Total Dissolved Solids,0,87,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Total Suspended Solids,0,28.4,2.5,mg/L,Std Method 2540 D [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Volatile Suspended Solids,0,3.5,2.5,mg/L,Std Method 2540 E [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Strontium,7440-24-6,84.3,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Sulfate,14808-79-8,5.34,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Thallium,7440-28-0,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Total Kjeldahl Nitrogen,TKN,0.187,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Vanadium,7440-62-2,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Dissolved Zinc,7440-66-6,<5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Field Chlorophyll Volume,0, 500,,mL,Chlorophyll Volume Filtered [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Field Specific Conductance,0, 130.7,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Field Dissolved Oxygen,0, 10.93,,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Field pH,0, 7.62,,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Field Water Temperature,0, 9.9,,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0324B0144,03/05/2024 13:15,Field Turbidity,0, 17.3,,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Total Alkalinity,471-34-1,65.8,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Calcium,7440-70-2,13.2,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Chloride,16887-00-6,5.78,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Chlorophyll a,479-61-8,2.78,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Specific Conductance,0,177,5,µmhos/cm@25°C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Hardness,0,63,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Magnesium,7439-95-4,7.21,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Nitrate + Nitrite,NO3+NO2,0.304,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Organic Carbon,7440-44-0,2.6,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Organic Carbon,7440-44-0,2.6,0.5,mg/L as C,Std Method 5310C (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Total Organic Carbon,7440-44-0,2.7,0.5,mg/L as C,Std Method 5310C (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Total Organic Carbon,7440-44-0,2.7,0.5,mg/L as C,Std Method 5310C (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Pheophytin a,0,1.39,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Total Phosphorus,7723-14-0,0.06,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Potassium,7440-09-7,1.28,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Silica (SiO2),14808-60-7,19.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Sodium,7440-23-5,9.63,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Total Dissolved Solids,0,118,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Total Suspended Solids,0,23.7,2.5,mg/L,Std Method 2540 D [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Volatile Suspended Solids,0,3.1,2.5,mg/L,Std Method 2540 E [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Dissolved Sulfate,14808-79-8,12,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Total Kjeldahl Nitrogen,TKN,0.211,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Field Chlorophyll Volume,0, 500,,mL,Chlorophyll Volume Filtered [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Field Specific Conductance,0, 177.4,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Field Dissolved Oxygen,0, 11.09,,mg/L,EPA 360.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Field pH,0, 7.4,,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Field Water Temperature,0, 8.9,,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0323B0069,03/07/2023 09:30,Field Turbidity,0, 15.3,,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0323B0071,03/07/2023 10:25,Total Alkalinity,471-34-1,60.9,20,mg/L as CaCO3,Std Method 2320 B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0323B0071,03/07/2023 10:25,Dissolved Aluminum,7429-90-5,47.6,10,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0323B0071,03/07/2023 10:25,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0323B0071,03/07/2023 10:25,Dissolved Antimony,7440-36-0,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0323B0071,03/07/2023 10:25,Dissolved Arsenic,7440-38-2,1.21,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0323B0071,03/07/2023 10:25,Dissolved Barium,7440-39-3,23.5,5,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0323B0071,03/07/2023 10:25,Dissolved Beryllium,7440-41-7,<1,1,ug/L,EPA 200.8 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0323B0071,03/07/2023 10:25,Dissolved Boron,7440-42-8,<0.1,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,C0323B0071,03/07/2023 10:25,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
